Lyric,Prompt,Image_URL
"Man, I dig those rhythm and blues","""Create an image incorporating elements of classic rhythm and blues music culture, featuring a stylish man deeply engrossed in the emotions of the music.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-woJs25mqNseMIsYWMoIYZhCc.png?st=2023-09-25T21%3A49%3A02Z&se=2023-09-25T23%3A49%3A02Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A39%3A14Z&ske=2023-09-26T20%3A39%3A14Z&sks=b&skv=2021-08-06&sig=a8CUPu2F3BFvc%2BS3bjhwV7ZfGnVlZONkwisgFYaUA9E%3D
I was a lonely teenage broncin' buck,"""Generate an image of a solitary teenager transforming into a buck (male deer) under a moonlit sky, conveying feelings of loneliness.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-slqY1kIviMvcg8CaJD4Exfr6.png?st=2023-09-25T21%3A49%3A14Z&se=2023-09-25T23%3A49%3A14Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A08Z&ske=2023-09-26T20%3A38%3A08Z&sks=b&skv=2021-08-06&sig=khkGCryO5sdNHLYhkjmwP7ii2akivt7F%2BSrntjZ8rXM%3D
With a pink carnation and a pickup truck,"""Generate an image of a vintage pickup truck parked in a picturesque country setting, with a vibrant pink carnation placed prominently on the dashboard.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-qMSffGn9SRLUgVmzWvBAB0Yc.png?st=2023-09-25T21%3A49%3A25Z&se=2023-09-25T23%3A49%3A25Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A21Z&ske=2023-09-26T20%3A36%3A21Z&sks=b&skv=2021-08-06&sig=9QE57ZvoVwXN4SERFKhYuGZKl2o6xJ4G8fNDKcoadaM%3D
But I knew I was out of luck,"""Generate an image depicting a downtrodden gambler at a poker table, realizing they have lost.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-eh1EKN0oyc12iOyb0iDrdEGv.png?st=2023-09-25T21%3A49%3A36Z&se=2023-09-25T23%3A49%3A36Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A43%3A18Z&ske=2023-09-26T20%3A43%3A18Z&sks=b&skv=2021-08-06&sig=yb/z3RA7n8kScLMMQ6MbChoi94nSiq1VUO/Lw6wTjWg%3D
The day the music died,"""Visualize a post-apocalyptic sunset scene where all musical instruments are abandoned and decaying, symbolizing 'The day the music died'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-VZM5EfXA9eGJC7ar4dreBI8Q.png?st=2023-09-25T21%3A49%3A47Z&se=2023-09-25T23%3A49%3A47Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A33Z&ske=2023-09-26T20%3A36%3A33Z&sks=b&skv=2021-08-06&sig=lxxYKH/mY6MhMyWCJsNliER9%2Bx9KBfv1kWnpid2zHcQ%3D
You might also like[Chorus],"""Generate an image depicting a jubilant chorus scene, with a vibrant audience enjoying the performance, full of anticipation and delight. You might want to add elements that symbolize harmony, unity, and joy according to the musical theme.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ub629YG8Y5TYu0UG1AXpQatn.png?st=2023-09-25T21%3A49%3A59Z&se=2023-09-25T23%3A49%3A59Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A05Z&ske=2023-09-26T20%3A38%3A05Z&sks=b&skv=2021-08-06&sig=CVC5ZQ3Hm3J8yd7ptWD3s/1u5rnQ3ZKfNc7jUkbF17Y%3D
"I started singin', bye-bye, Miss American Pie","""Generate an image featuring a vintage American diner with an American pie on the counter, a microphone on a small stage, and an individual waving goodbye.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-1hDvy8OQX8b5KY8lPYutmSdc.png?st=2023-09-25T21%3A50%3A10Z&se=2023-09-25T23%3A50%3A10Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A39%3A03Z&ske=2023-09-26T20%3A39%3A03Z&sks=b&skv=2021-08-06&sig=DY4rmvT4/uHVL%2B/GqeEmqE7TClqWB0IdZut9tAONZLk%3D
"Drove my Chevy to the levee, but the levee was dry","""Generate an image of a vintage Chevrolet being driven towards a vast, arid levee under a warm sunset.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-PlghXmEiWDrn8sKIsXuaS6eS.png?st=2023-09-25T21%3A50%3A21Z&se=2023-09-25T23%3A50%3A21Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T22%3A13%3A23Z&ske=2023-09-26T22%3A13%3A23Z&sks=b&skv=2021-08-06&sig=zEm19pzj5mFnZDsyFNO1601acfYy8Lv5s1XFuIkO5Ls%3D
Them good ol' boys were drinkin' whiskey and rye,"""Generate an image of a group of vintage-style, good ol' boys in a rustic bar setting, cheerfully drinking whiskey and rye.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-WJqmm2z6eJq7rXKMxcKku9xG.png?st=2023-09-25T21%3A50%3A33Z&se=2023-09-25T23%3A50%3A33Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A39%3A10Z&ske=2023-09-26T20%3A39%3A10Z&sks=b&skv=2021-08-06&sig=rmEg7uM1EbNKsRCC2/RVDdJDQPe5MuStFPuZD/nLHLg%3D
"And singin', ""This'll be the day that I die","""Generate an image of a lone figure on a hill at sunset, holding a guitar and dramatically singing the lyrics 'This'll be the day that I die' with an impending storm in the background.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-caxIfV0emlwOJvDIos2DSb8f.png?st=2023-09-25T21%3A50%3A46Z&se=2023-09-25T23%3A50%3A46Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A08Z&ske=2023-09-26T20%3A38%3A08Z&sks=b&skv=2021-08-06&sig=OS0R4pREwHTjZahHL216V4Yb1wbWsjnSGJvTxmO94ys%3D
"This'll be the day that I die""","""Generate an emotional sunset scene with a lone silhouette standing on a hill, looking at the sky, coupled with the phrase 'This'll be the day that I die' in a drifting, calligraphic font.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-4qdy2NlmEc80W5lRCOMBTEmd.png?st=2023-09-25T21%3A50%3A58Z&se=2023-09-25T23%3A50%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A39%3A35Z&ske=2023-09-26T20%3A39%3A35Z&sks=b&skv=2021-08-06&sig=VF7OhiWaECIM1gfQZwHivPxxejbXwjCmox4h/YQnZWw%3D
,"""Generate an image of a sparkling crystal city skyline under a twilight sky filled with shimmering stars, inspired by the lyrics of the song 'City of stars, are you shining just for me? City of stars, there's so much that I can't see'"".",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-TFl8Wjt12IkH0UxY4BqXGQp6.png?st=2023-09-25T21%3A51%3A11Z&se=2023-09-25T23%3A51%3A11Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A12Z&ske=2023-09-26T20%3A37%3A12Z&sks=b&skv=2021-08-06&sig=vUtTkWKWbRdosdaHwuxUp4LFqC80MUx7P6XWkGE/Fas%3D
[Verse 2],"""Generate a vivid, abstract image inspired by the concept of the second verse of a song, filled with musical notes, lyrical expressions etched into the sky and glowing, rhythmic waves pulsating in sync with an unseen melody.""",n/a
