Lyric,Prompt,Image_URL
But you make the worst one look fine,"""An individual dramatically transforming a dilapidated building into an architectural marvel.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-1F2Fd1Xeqhd37cA5nWWyCabT.png?st=2023-09-25T22%3A51%3A42Z&se=2023-09-26T00%3A51%3A42Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A25Z&ske=2023-09-26T23%3A45%3A25Z&sks=b&skv=2021-08-06&sig=2PRZ2kCTDY0kJVGzJhuP3HQSdG2wKm0OPfIQVsrwOF8%3D
I should've known it was strange,"""Generate an eerie scene depicting a surreal landscape and a mysterious figure standing at a distance, inspired by the phrase 'I should've known it was strange'"".",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-5nfUuZCSFY42ScFDGAyyLd2M.png?st=2023-09-25T22%3A51%3A54Z&se=2023-09-26T00%3A51%3A54Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A06Z&ske=2023-09-26T23%3A48%3A06Z&sks=b&skv=2021-08-06&sig=HrTAr3miVhiC1HIfK3bXYXLOlN/dKP7kt2tEa8JS2yE%3D
You only come out at night,"""Generate an atmospheric image of a nocturnal creature emerging into a moonlit landscape, inspired by the lyric 'You only come out at night'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Pd2eQkQDFDaM4iwizQ3dMLv4.png?st=2023-09-25T22%3A52%3A08Z&se=2023-09-26T00%3A52%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A33Z&ske=2023-09-26T23%3A45%3A33Z&sks=b&skv=2021-08-06&sig=EWrN%2Bhp7E54tHvvRo43bjnboarUUKkEtS0PLKMf4/3U%3D
I used to think I was smart,"""An illustrated scene of a humanoid AI robot sitting in deep reflective thought with an open book in front of it, with the phrase 'I used to think I was smart' forming a neon sign in the background.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-i6aiiP6otAOATiQbOuYNoj7B.png?st=2023-09-25T22%3A52%3A20Z&se=2023-09-26T00%3A52%3A20Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A29Z&ske=2023-09-26T23%3A45%3A29Z&sks=b&skv=2021-08-06&sig=ZxHHFpvqJ4Mz0oHyiyS3Df%2BV4MeVYwyFM1IoATApfWc%3D
But you made me look so naive,"""Generate an image of a young, naive-looking individual expressing surprise in a situation orchestrated by a shrewd, manipulative figure.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-n5UN99ImvTtpokkk1F1YTz89.png?st=2023-09-25T22%3A52%3A33Z&se=2023-09-26T00%3A52%3A33Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A52%3A33Z&ske=2023-09-26T23%3A52%3A33Z&sks=b&skv=2021-08-06&sig=lahJiOlYi6ggdd5JA80pliOOEKGK1sl1xHZ9XN%2BZw2c%3D
The way you sold me for parts,"""An abstract portrait of a humanoid robot being disassembled piece by piece in a dimly lit store, capturing the essence of betrayal and sadness inspired by the lyrics 'The way you sold me for parts'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-VSfFJDyewrEWOVYvDSaVNSuk.png?st=2023-09-25T22%3A52%3A45Z&se=2023-09-26T00%3A52%3A45Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A38Z&ske=2023-09-26T23%3A48%3A38Z&sks=b&skv=2021-08-06&sig=nEJX8BHJ%2B9RAxzH5QPInY18DJCf%2BjPK8sE3dTtQQn34%3D
"As you sunk your teeth into me, oh","""Create an image depicting a dramatic and abstract visualization of a person metaphorically sinking their teeth into another person, symbolizing intense emotional connection or hurt.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-aD8apzZcx77ugDGD8bbiVv2R.png?st=2023-09-25T22%3A52%3A57Z&se=2023-09-26T00%3A52%3A57Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A00Z&ske=2023-09-26T23%3A49%3A00Z&sks=b&skv=2021-08-06&sig=ykFwVwyORFRjUcnecq1rKssTYrvXpVmUG9ZObGdh4s8%3D
"Bloodsucker, fame fucker","""Create an abstract representation of a parasitic vampire-like creature engrossed in the pursuit of fame and recognition, with symbols of celebrity culture and vampirism intertwined.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-f0cVEC800Bsbk1lymx2vrVfc.png?st=2023-09-25T22%3A53%3A10Z&se=2023-09-26T00%3A53%3A10Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A10Z&ske=2023-09-26T23%3A53%3A10Z&sks=b&skv=2021-08-06&sig=5rkrALICAQ46%2BjXE3sMSG7DSpNP2p0XcTg40xE54oqI%3D
Bleedin' me dry like a goddamn vampire,"""A solitary, ominous vampire in sophisticated attire, standing in a grand mansion with a backdrop of a blood-red evening sky, mimicking the act of sucking life and vitality from a withered tree akin to the lyric 'Bleedin' me dry like a goddamn vampire'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-KSsEGMe0xkrdZbJc0MPH4BxO.png?st=2023-09-25T22%3A53%3A24Z&se=2023-09-26T00%3A53%3A24Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A52%3A27Z&ske=2023-09-26T23%3A52%3A27Z&sks=b&skv=2021-08-06&sig=rJTR/Gv8gGM/v7x%2BpAhLdKr1baxXhhxXX/BHnPwVfXI%3D
[Bridge],"""Generate an image of a beautiful bridge, illuminated under a starry night sky reflecting in a calm river below.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-dPN048kGMtKWhovgHH8zXuhB.png?st=2023-09-25T22%3A53%3A35Z&se=2023-09-26T00%3A53%3A35Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A23Z&ske=2023-09-26T23%3A53%3A23Z&sks=b&skv=2021-08-06&sig=Z%2Bl8mOyHdHBSJaNUDO9mBrMFowKxNnogMVFNhfRIa10%3D
(Ah),"""Generate an image that visualizes a serene and peaceful scene with calming and soothing vibes inspired by the simple 'Ah' sound in a harmony.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-mNIJNCaERE1ThZF8bbXOWfCn.png?st=2023-09-25T22%3A53%3A46Z&se=2023-09-26T00%3A53%3A46Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A33Z&ske=2023-09-26T23%3A50%3A33Z&sks=b&skv=2021-08-06&sig=NnP/eM6cziAb0XHdQMBZMbI4sP21Q4ZRXH/qq2lNQ3w%3D
"You said it was true love, but wouldn't that be hard?","""Depict a dramatic scene of two individuals in a heated argument with visible tension, a shattered heart between them symbolizing 'true love', situated in a difficult pathway or tough terrain indicating the hardness of it.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-HguuewM6F7fqEX0M95UFWOKR.png?st=2023-09-25T22%3A53%3A59Z&se=2023-09-26T00%3A53%3A59Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A59Z&ske=2023-09-26T23%3A53%3A59Z&sks=b&skv=2021-08-06&sig=9qIbPWMdHImnUcKnjHdp2jUMNKXJiXNU7K0swKatcbQ%3D
You can't love anyone 'cause that would mean you had a heart,"""Generate a heartbroken, lonely figure sitting on a park bench in the moonlight, with an eerie vibe suggesting that they can't love anyone because they don't have a heart.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-jXUm9p7M6dUDFY4czspgKhiD.png?st=2023-09-25T22%3A54%3A12Z&se=2023-09-26T00%3A54%3A12Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A58Z&ske=2023-09-26T23%3A45%3A58Z&sks=b&skv=2021-08-06&sig=d6k%2Bf1L%2B2Vui%2BfcAu3eMpLWxMfcYLrEReXZYmau8JMU%3D
"I tried to help you out, now I know that I can't","""An emotionally intense illustration depicting a person reaching out to another who is shrouded in shadows, symbolising a failed attempt at help.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-KHB5fJDXnYmZPKDXn1UGnlim.png?st=2023-09-25T22%3A54%3A26Z&se=2023-09-26T00%3A54%3A26Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A15Z&ske=2023-09-26T23%3A53%3A15Z&sks=b&skv=2021-08-06&sig=naXvKoYXGbVkkxrFqtQgqFYz/cTpOqDpI3S2B/1Lj7c%3D
'Cause how you think's the kind of thing I'll never understand,"""Generate an abstract image depicting a complex, mysterious maze, symbolizing the difficulty in understanding another person's thought process.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-8n3S31ZjhnWePujEmDXqKCPd.png?st=2023-09-25T22%3A54%3A38Z&se=2023-09-26T00%3A54%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A23Z&ske=2023-09-26T23%3A53%3A23Z&sks=b&skv=2021-08-06&sig=kh2ZR6/AQkJWUPm%2Bs8yMb3BCwqASAuVHu2ClBNVBsl4%3D
,"""Generate a symbolic and dreamy image depicting a scene of a lonesome traveller wandering amidst the twilight, guided by the radiant stars inspired by the lyrics 'Every moment was so precious, They fade and fade and fade into the night; Guided by the radiant stars, I wander through this twilight dream.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-iiABDqUYbHOZHRAm3nD86yG0.png?st=2023-09-25T22%3A54%3A53Z&se=2023-09-26T00%3A54%3A53Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A10Z&ske=2023-09-26T23%3A46%3A10Z&sks=b&skv=2021-08-06&sig=bnfOOmtZvZc5xDFpsWXGGlz4c81QYI6X3XnvMJz4opM%3D
[Chorus],"""Generate an image inspired by the high energy and captivating visual metaphors typically present in a song's chorus.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-EqC4pcbkrdfZ94TnckourWW5.png?st=2023-09-25T22%3A55%3A04Z&se=2023-09-26T00%3A55%3A04Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A47Z&ske=2023-09-26T23%3A48%3A47Z&sks=b&skv=2021-08-06&sig=euDkBbf1xBkkK0VewCCo77mE57rJZOR0BI66zdRjO/c%3D
I've made some real big mistakes,"""A regretful individual standing under a stormy sky, reflecting on the huge, symbolic representations of past mistakes scattered around him.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-HVUxf4v1a15bs7ydSgA8Cgat.png?st=2023-09-25T22%3A55%3A15Z&se=2023-09-26T00%3A55%3A15Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A43Z&ske=2023-09-26T23%3A48%3A43Z&sks=b&skv=2021-08-06&sig=Gm0Rwm0DQJ1doyqliJJr3ILmBdefeK5HSxhpASEWnCY%3D
But you make the worst one look fine,"""Generate an image depicting a beautiful makeover of the most derelict building, inspired by the lyric 'But you make the worst one look fine'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-1Wv89NFDqkC6piJjwvAvJ1P9.png?st=2023-09-25T22%3A55%3A27Z&se=2023-09-26T00%3A55%3A27Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A15Z&ske=2023-09-26T23%3A47%3A15Z&sks=b&skv=2021-08-06&sig=630B5oFW0rfHDGB03YBD/cpc1fji8o48OmscOBYpweQ%3D
I should've known it was strange,"""Depict a surreal and intriguing scene where everyday objects are behaving in strange ways, symbolizing a moment of realization that something is amiss.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-m1yMchrpa1YgYadSKe7ny1u7.png?st=2023-09-25T22%3A55%3A38Z&se=2023-09-26T00%3A55%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A52Z&ske=2023-09-26T23%3A45%3A52Z&sks=b&skv=2021-08-06&sig=eDO0atNJZHbOdp4cfMWEXF1tLfyP2Lf%2BCTZA82YsgGU%3D
You only come out at night,"""Generate an atmospheric nighttime scenery with a mysterious, solitary figure emerging under the glimmering moonlight and star-studded sky.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-i7WqyOXFhFDygGyPlSAi17iM.png?st=2023-09-25T22%3A55%3A50Z&se=2023-09-26T00%3A55%3A50Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A55%3A50Z&ske=2023-09-26T23%3A55%3A50Z&sks=b&skv=2021-08-06&sig=HuyMpOtMB%2BbulJC7zsH0Ivfbnz7xzV/aUEUVuiGztVA%3D
I used to think I was smart,"""A pensive scholar leaning on a pile of books in a dimly lit library, reflecting on memories of their past achievements.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-BfBTPpt5O3oVu85Ab0z4T18f.png?st=2023-09-25T22%3A56%3A01Z&se=2023-09-26T00%3A56%3A01Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A39Z&ske=2023-09-26T23%3A45%3A39Z&sks=b&skv=2021-08-06&sig=7akIW2zSi903K1iO8kpu8jHe4QoWUEbZZ6aCmssIGLo%3D
But you made me look so naive,"""Create a digital artwork of a young, innocent character standing in a mirror reflection, displaying a striking contrast between their naive perception and the harsh reality which subtly includes elements of deceit or manipulation.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-da2E5N0JQCbmw3buwTfjfIWA.png?st=2023-09-25T22%3A56%3A15Z&se=2023-09-26T00%3A56%3A15Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A28Z&ske=2023-09-26T23%3A49%3A28Z&sks=b&skv=2021-08-06&sig=KUEQ2erJhtdjnFjEkyT%2B10QDqgfmY5K5JrgKYli/RNA%3D
The way you sold me for parts,"""Visualize a dystopian scene where a deconstructed android is being sold for parts in a futuristic market, with a solemn beam of light shining onto them, emphasizing the transaction.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-NpUq3lquYp3HyEWxTA4EeZFf.png?st=2023-09-25T22%3A56%3A27Z&se=2023-09-26T00%3A56%3A27Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A08Z&ske=2023-09-26T23%3A50%3A08Z&sks=b&skv=2021-08-06&sig=KPu8P/lQmq2CFsQdRLtR8Cj/95mssSUjVXi233qjf8I%3D
"As you sunk your teeth into me, oh","""An abstract representation of a dark purple vampire dramatically sinking their teeth into a glowing, ethereal figure against a moody, evocative background depicts the lyric 'As you sunk your teeth into me, oh'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-eCn0hgKsHmDgBA3Za04Zs8pN.png?st=2023-09-25T22%3A56%3A43Z&se=2023-09-26T00%3A56%3A43Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A55Z&ske=2023-09-26T23%3A49%3A55Z&sks=b&skv=2021-08-06&sig=SIqLvssscK42a6JmYFnfgjJQgFcwDJZtnutT1CHpKZU%3D
"Bloodsucker, fame fucker","""Generate an abstract, edgy and provocative image that represents the essence of the lyrics 'Bloodsucker, fame fucker', incorporating symbols or interpretations of parasitism and insatiable desire for fame.""",n/a
Bleedin' me dry like a goddamn vampire31Embed,"""Generate a surreal image of a vampire metaphorically draining a person's energy, inspired by the phrase 'Bleedin' me dry like a goddamn vampire'. The scene should have a tense atmosphere and a moody, dark color palette.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-3No0jxd79xEmRUNcMEbjQ2wr.png?st=2023-09-25T22%3A57%3A00Z&se=2023-09-26T00%3A57%3A00Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A27Z&ske=2023-09-26T23%3A47%3A27Z&sks=b&skv=2021-08-06&sig=4hURTB/m%2Bd7KjwGet11/kAjuBpLZriIpmHLIxupkyiw%3D
